Probeset	logFC	AveExpr	t	P.Value	adj.P.Val	B	ENTREZ	LocusLink	Symbol	IRIS_Most_Specific	p_adj_pc_bonferroni	gsea_rank
51083_at	0.8975528958459378	5.317318181818182	3.7576854488874325	5.047124123725961e-4	0.9996830626319024	-0.19743037832901766	51083	LOC51083	GAL	NA	0.018674359257786054	3.296956014547789
342897_at	0.66872289239132	5.0059545454545455	3.287812307646165	0.0019992234968196744	0.9996830626319024	-1.3523868705229436	342897	LOC342897	NCCRP1	NA	0.07397126938232795	2.699138652600314
51438_at	0.554744268523412	5.703909090909091	1.732723784247902	0.09020379568859076	0.9996830626319024	-4.418903276320876	51438	LOC51438	MAGEC2	NA	1	1.0447751873812625
6278_at	0.49095271038717353	4.308568181818182	1.5288997733646337	0.1335024919451283	0.9996830626319024	-4.7059647665876465	6278	LOC6278	S100A7	NA	1	0.874510627723242
3598_at	0.48631271599432696	5.719409090909091	1.5240756299678229	0.13470098449186924	0.9996830626319024	-4.71237611277873	3598	LOC3598	IL13RA2	NA	1	0.8706292301283594
3861_at	0.46809933458821396	4.569204545454546	1.5320327581827589	0.13272872742294411	0.9996830626319024	-4.7017913562875036	3861	LOC3861	KRT14	NA	1	0.8770350695167677
388533_at	0.46661853389473906	4.5584999999999996	1.6134491483472677	0.11385228884146903	0.9996830626319024	-4.590695638819145	388533	LOC388533	KRTDAP	NA	1	0.9436582340762597
286887_at	0.4614688689002811	4.413090909090909	1.689816039635471	0.09819234633542566	0.9996830626319024	-4.481924760932127	286887	LOC286887	KRT6C	NA	1	1.0079223622520634
1311_at	0.4573914722665141	6.1749090909090905	2.0204929419144753	0.04949282561659668	0.9996830626319024	-3.9620317316529876	1311	LOC1311	COMP	NA	1	1.3054577509844514
8581_at	0.449458872957139	4.166159090909091	2.181514041059263	0.03457400998097787	0.9996830626319024	-3.681610318750568	8581	LOC8581	LY6D	NA	1	1.4612502469656983
3853_at	0.44290359843861404	3.893931818181818	1.5056341278198824	0.13936201597459108	0.9996830626319024	-4.736718940797554	3853	LOC3853	KRT6A	NA	1	0.8558555799002182
4948_at	0.4386043198636843	6.861295454545455	1.4531068503996047	0.1533440324074927	0.9996830626319024	-4.8046031321560925	4948	LOC4948	OCA2	NA	1	0.8143331205156994
6699_at	0.4261977247815559	3.969818181818182	1.4388457187813315	0.15732481527894254	0.9996830626319024	-4.822660313997035	6699	LOC6699	SPRR1B	NA	1	0.8032027695018691
51365_at	0.4253990454724257	7.721318181818182	1.4471771821725912	0.15498948197100362	0.9996830626319024	-4.81213061654916	51365	LOC51365	PLA1A	NA	1	0.8096977732938778
54898_at	0.4235311101374305	6.137090909090909	1.7374712548399742	0.08935411657997326	0.9996830626319024	-4.411846928325876	54898	LOC54898	ELOVL2	NA	1	1.0488854345765402
57758_at	0.4227279531598401	6.277136363636363	1.8089604051581025	0.07734608864264565	0.9996830626319024	-4.303601221864298	57758	LOC57758	SCUBE2	NA	1	1.111561643488412
3872_at	0.42243021062580943	4.009931818181818	1.4326001972064963	0.15909347794138265	0.9996830626319024	-4.830517807101371	3872	LOC3872	KRT17	NA	1	0.7983476239494374
3769_at	0.42059242640539074	5.16375	1.793507999880701	0.0798196325535345	0.9996830626319024	-4.3273128125418054	3769	LOC3769	KCNJ13	NA	1	1.0978902758045597
1017_at	0.4106326687582526	8.413590909090908	2.7266804229022195	0.009175093649235208	0.9996830626319024	-2.613727589551296	1017	LOC1017	CDK2	NA	0.3394784650217027	2.037389494254236
10942_at	0.40501337646342556	3.7333409090909093	3.0198172844348488	0.004214617828942355	0.9996830626319024	-1.9728987061389835	10942	LOC10942	PRSS21	NA	0.15594085967086715	2.3752417999968523
9242_at	0.40154593791870913	4.267840909090909	2.971587789595502	0.004803676328290611	0.9996830626319024	-2.08119169606397	9242	LOC9242	MSC	Myeloid	0.1777360241467526	2.3184262630453585
374897_at	0.3987418499577751	3.9899545454545455	1.470254011043985	0.14866307645279359	0.9996830626319024	-4.782680060710359	374897	LOC374897	SBSN	NA	1	0.8277968840943002
563_at	0.39558206708041815	6.5219772727272725	1.7174817369661657	0.0929773206851688	0.9996830626319024	-4.441446045132909	563	LOC563	AZGP1	NA	1	1.0316229729777557
10804_at	0.3851096597569546	3.8591818181818183	1.9849062572362943	0.05346012344109275	0.9996830626319024	-4.021668059938679	10804	LOC10804	GJB6	NA	1	1.271970042778817
4014_at	0.3783575802942276	3.861136363636364	1.5059007906308173	0.13929371378015923	0.9996830626319024	-4.73636882541832	4014	LOC4014	LOR	NA	1	0.8560684825149523
1638_at	0.37327911576624856	9.643931818181818	1.1901920089599078	0.2404022778237325	0.9996830626319024	-5.11129968148539	1638	LOC1638	DCT	NA	1	0.6190614216876377
6698_at	0.3707789646399412	4.028704545454546	1.3945451344378625	0.1702085063831567	0.9996830626319024	-4.877727733343505	6698	LOC6698	SPRR1A	NA	1	0.7690187392987202
30848_at	0.36781066104356647	4.165409090909091	1.710589037980339	0.09425461179161769	0.9996830626319024	-4.451583996904808	30848	LOC30848	CTAG2	NA	1	1.0256973909720262
1832_at	0.3668625018431261	6.284227272727272	1.3276224533101326	0.191202706713821	0.9996830626319024	-4.957947835444965	1832	LOC1832	DSP	NA	1	0.7185059640339977
2940_at	0.3637678766432901	4.593090909090909	2.4311605837245023	0.019226042993167956	0.9996830626319024	-3.21420033646838	2940	LOC2940	GSTA3	NA	0.7113635907472143	1.716110090856008
3854_at	0.36223610318632726	4.1175	1.2301860085881162	0.2252145903565727	0.9996830626319024	-5.06826904858462	3854	LOC3854	KRT6B	NA	1	0.6474034774703759
26330_at	0.3593246870237299	7.0910909090909096	1.2203654522332101	0.2288766532138273	0.9996830626319024	-5.078957480549364	26330	LOC26330	GAPDHS	NA	1	0.6403985056982229
3852_at	0.35897747917699163	3.827318181818182	1.4883971231426016	0.14383390904893922	0.9996830626319024	-4.759232931189612	3852	LOC3852	KRT5	NA	1	0.8421387163397407
7364_at	0.3579693588726583	4.765409090909091	1.3987213010586563	0.16896007182396694	0.9996830626319024	-4.8726030621650684	7364	LOC7364	UGT2B7	NA	1	0.7722159145301248
3848_at	0.35795470546099023	4.746272727272728	1.2244944207559993	0.22733166066076954	0.9996830626319024	-5.074473294452014	3848	LOC3848	KRT1	NA	1	0.6433400755256629
6704_at	0.3569742571227805	3.860159090909091	1.3991108336515843	0.16884398721504731	0.9996830626319024	-4.872124350154386	6704	LOC6704	SPRR2E	NA	1	0.7725144006241974
1359_at	0.3543359348954272	4.683159090909091	2.0380750941387724	0.04762880288497689	0.9996830626319024	-3.932250345869146	1359	LOC1359	CPA3	NA	1	1.3221303340244654
1280_at	0.3469251374242992	3.672681818181818	1.9491782614205535	0.057716624387116854	0.9996830626319024	-4.080669016317291	1280	LOC1280	COL2A1	NA	1	1.2386990769707449
5308_at	0.3463415278983894	5.953068181818182	1.6877945683889841	0.09858269330293955	0.9996830626319024	-4.484860199519839	5308	LOC5308	PITX2	NA	1	1.006199320989303
150356_at	0.34434782859120766	5.214227272727273	1.7039118573782157	0.09550580923842447	0.9996830626319024	-4.461371468752793	150356	LOC150356	CHADL	NA	1	1.0199702112072415
9699_at	0.34392290005742493	4.7719772727272725	1.3748967196401756	0.17617843275438527	0.9996830626319024	-4.901652221272688	9699	LOC9699	RIMS2	NA	1	0.7540472577233399
11272_at	0.34378272707142554	4.777818181818182	3.366980865479979	0.0015946501197020597	0.9996830626319024	-1.1633887351112664	11272	LOC11272	PRR4	NA	0.05900205442897621	2.7973345901937634
2312_at	0.3422644320264709	4.064477272727273	1.3949975624502693	0.17007291182677955	0.9996830626319024	-4.877173218808088	2312	LOC2312	FLG	NA	1	0.7693648526482962
51806_at	0.3409154841064899	3.803227272727273	1.3653700679491636	0.17913053336030046	0.9996830626319024	-4.913141138929856	51806	LOC51806	CALML5	NA	1	0.7468303809869041
660_at	0.3373882939546731	4.388613636363637	2.089146851634369	0.042556480267194524	0.9996830626319024	-3.844566061348517	660	LOC660	BMX	NA	1	1.371034298564199
2012_at	0.3332285743268213	8.143227272727273	2.2743086065382525	0.027916848542675538	0.9996830626319024	-3.5123745647235634	2012	LOC2012	EMP1	NA	1	1.554133609608162
388698_at	0.32655782742406775	3.672568181818182	1.2986829621068317	0.2008700653302314	0.9996830626319024	-4.99152084923799	388698	LOC388698	FLG2	NA	1	0.697084779182797
